234976693,大家有冇d咩好提議 除咗搞嘢之外🤣好想喺Poly玩,完sem了～ 唔知有咩搞,2020-12-13T18:35:47.733Z,2020-12-13T18:35:47.733Z,0,1,M
234971227,"Oweek miss左入，嗰陣覺得今年唔會搞到啲咩活動...但而加驚下年入唔知會唔會miss左啲咩，同埋上網見到人話year2入已經冇咩意思...
加上我又淆，驚啲人太yo我玩唔埋...尤其是係danso，我淨係想學跳舞咋...",Year1冇入soc會唔會好蝕底,2020-12-12T19:59:47.361Z,2020-12-12T19:59:47.361Z,1,0,F
