234953999,有人撿到筆袋嗎？,東海大學,thu
234953850,問民法總則張凱鑫,東海大學,thu
234953724,【尋物】一卡通,東海大學,thu
234953569,Chill一下,東海大學,thu
234953168,半夜大概1、2點的吵鬧 氣死,東海大學,thu
234953059,囧哥唉居追起來,東海大學,thu
234952972,同學，妳的學生證掉了RRRRRRRRR,東海大學,thu
234952880,有人有撿到藍色娃娃嗎,東海大學,thu
234951352,女宿19.21棟一樓廁所,東海大學,thu
234951261,最近晚餐吃什麼？,東海大學,thu
234950741,學生證失物招領,東海大學,thu
234950272,尋找遺失手鍊,東海大學,thu
234949965,誰的可愛杯套掉了,東海大學,thu
234949744,公車卡遺失,東海大學,thu
234948811,睡了人家女友,東海大學,thu
234948768,帽Ｔ快閃最後一天～沒有買來也送禮物～,東海大學,thu
234947530,勞教處後面掃具區拾獲AirPods殼,東海大學,thu
234947408,轉：台中車禍_肇事逃逸‼️,東海大學,thu
234947024,12/24下午 教授補課是合理的嗎？,東海大學,thu
234947001,將心比心一下好嗎各位,東海大學,thu
234946989,工工系ㄟ王同學 學生證在找你,東海大學,thu
234946857,雨傘還來啦,東海大學,thu
234946580,刷卡問題,東海大學,thu
234946305,找雨傘,東海大學,thu
234945924,統一雨判？,東海大學,thu
234945826,垃圾勞掃,東海大學,thu
234945793,下三小雨啦,東海大學,thu
234945770,20棟宿舍猴子,東海大學,thu
234945709,11巷Net樓上四樓,東海大學,thu
234945148,尋找筆袋,東海大學,thu
234945054,拾獲深藍色愛迪達後背包,東海大學,thu
234944867,哪裡有賣溏心蛋？,東海大學,thu
234944675,聖誕啟明⭐ 聖誕節活動開跑！,東海大學,thu
234944092,東海遊樂園?,東海大學,thu
234944052,求12/5（星期六）晚上6:10-6:40台灣大道四段和福康路口（二校麥當勞對面路橋下）的行車紀錄器🙏,東海大學,thu
234944035,14巷12號9樓的,東海大學,thu
234943716,校友會館前掉錢,東海大學,thu
234943554,烘焙社聖誕抽獎活動🍰,東海大學,thu
234943432,烘焙社聖誕活動🎄,東海大學,thu
234942915,同學你的學生證！,東海大學,thu
234942912,22巷演唱會,東海大學,thu
234942651,丹丹蔥油餅要關店ಠ_ಠ,東海大學,thu
234942387,問陳永峰日本型這週有作業嗎,東海大學,thu
234942090,問最近的文具購買地點,東海大學,thu
234941997,林文謙 大國政治與世界秩序,東海大學,thu
234941574,愛妮X,東海大學,thu
234941120,東海第二屆羅馬競技生死鬥,東海大學,thu
234940573,同學你的學生證掉了：）,東海大學,thu
234939942,猴子在抽菸ㄟ,東海大學,thu
234939878,[轉]幸福久久窩的大門密碼鎖遭洩漏,東海大學,thu
234939804,圖書館保持安靜很難嗎,東海大學,thu
234939122,有沒有人上禮拜五六左右在中正堂附近撿到錢,東海大學,thu
234938664,金喜208更優質歡迎來參觀,東海大學,thu
234937299,誰掉了鑰匙啊？,東海大學,thu
234937228,轉：#尋求行車記錄器畫面❗️車禍❗️忠明南路與五權一街（12/03 晚上18:20-18:30）,東海大學,thu
234937034,有沒有人撿到藍色錢包,東海大學,thu
234936532,【T大使計畫】免費培訓數位力，通過考核享學習獎勵金最高達10.9萬元！🚀,東海大學,thu
234936469,自然-本地植物暨多樣性,東海大學,thu
234936113,誰的豆莢,東海大學,thu
234936100,尋找行充🙇‍♀️,東海大學,thu
234935581,去台北參加論壇類活動有機會申請交通補助嗎?,東海大學,thu
234935507,退選時間,東海大學,thu
234935277,養魚,東海大學,thu
234935214,詢問停修申請問題：系主任簽名,東海大學,thu
234935184,協尋 鍵盤平板套,東海大學,thu
234934679,工設週<睡夢中>傳情活動,東海大學,thu
234934622,尋找耳機😭😭,東海大學,thu
234934555,停修問題,東海大學,thu
234934166,免費晚餐？,東海大學,thu
234934082,有沒有人撿到遺失的筆記本😢,東海大學,thu
234933981,東海騎檔車的484很少,東海大學,thu
234933952,這台是不是很常出現,東海大學,thu
234933225,詢問各位同學,東海大學,thu
